stichtag;jahr;stat_id;stat_name;HH_insgesamt;EinPersonenHaushalte;ZweiPersonenHaushalte;DreiOderMehrPersonenHaushalte;HH_keineKinder;Haushalt_mitKindern_insgesamt;HH_ein_Kind;HH_zwei_Kinder;HH_drei_oder_mehrKindern;HH_EhePaareohneKinder_evtl_weiterePersonen;HH_EhePaaremitKindern_evtl_weiterePersonen;HH_Alleinerziehende_ohne_weiterePersonen;HH_SonstigeMehrpersonenhaushalte
31122012;2012;5711000971;Windelsbleiche;2663;911;793;959;1923;740;366;259;115;882;590;117;163
31122012;2012;5711000972;Windflöte;2031;759;620;652;1544;487;233;178;76;669;373;89;141
31122011;2011;5711000001;Alt- und Neustadt;1952;1362;417;173;1813;139;81;45;13;369;94;36;91
31122011;2011;5711000002;Kesselbrink;1699;1192;320;187;1544;155;93;46;16;276;108;36;87
31122011;2011;5711000003;Pauluskirche;2618;1624;601;393;2275;343;176;111;56;531;231;87;145
31122011;2011;5711000004;Dürkopp;1530;947;308;275;1303;227;124;73;30;292;155;50;86
31122011;2011;5711000005;Landgericht;2162;1403;465;294;1891;271;164;77;30;396;185;72;106
31122011;2011;5711000006;Siegfriedplatz (inkl. Upmannstift);6917;4303;1505;1109;5914;1003;613;298;92;1353;685;264;312
31122011;2011;5711000007;Nordpark;2453;1522;548;383;2088;365;194;128;43;445;228;109;149
31122011;2011;5711000008;Stadtwerke;1512;954;322;236;1311;201;110;59;32;296;135;52;75
31122011;2011;5711000009;Güterbahnhof-Ost;944;542;227;175;795;149;64;48;37;198;102;36;66
31122011;2011;5711000010;Hammer-Mühle;6069;3445;1548;1076;5164;905;502;300;103;1416;633;234;341
31122011;2011;5711000011;Königsbrügge (i.Betriebs. Sieker);4587;2471;1230;886;3767;820;449;274;97;1079;550;237;250
31122011;2011;5711000012;Brands Busch;1450;795;380;275;1240;210;91;94;25;383;172;33;67
31122011;2011;5711000013;Stauteiche (inkl. Großmarkt);2354;1106;711;537;1914;440;251;143;46;702;319;100;127
31122011;2011;5711000014;Heeper Fichten;5718;3265;1426;1027;4800;918;519;283;116;1266;586;288;313
31122011;2011;5711000015;Fuhrpark (inkl. Kammerratsheide);1624;882;401;341;1337;287;143;90;54;365;197;77;103
31122011;2011;5711000016;Bauerschaft Schildesche;819;358;246;215;624;195;105;63;27;222;143;48;48
31122011;2011;5711000117;Vorwerk Schildesche;3153;1334;942;877;2459;694;352;254;88;962;524;141;192
31122011;2011;5711000118;Schildesche;1096;489;356;251;894;202;113;58;31;336;146;44;81
31122011;2011;5711000119;Johannesstift;1716;834;464;418;1388;328;162;125;41;468;255;64;95
31122011;2011;5711000120;Sudbrack;4684;2515;1264;905;3935;749;400;274;75;1210;547;181;231
31122011;2011;5711000121;Untertheesen;2740;1312;787;641;2239;501;254;186;61;808;396;90;134
31122011;2011;5711000122;Bültmannskrug;780;348;246;186;635;145;74;55;16;253;115;25;39
31122011;2011;5711000123;Gellershagen;3672;1942;999;731;3032;640;347;222;71;904;463;157;206
31122011;2011;5711000124;Bültmannshof;2130;998;690;442;1723;407;219;149;39;610;290;97;135
31122011;2011;5711000125;Universität (inkl. Sieben Hügel);811;419;271;121;725;86;39;36;11;276;74;9;33
31122011;2011;5711000226;Johannistal;1354;660;393;301;1090;264;149;88;27;360;193;57;84
31122011;2011;5711000227;Bethel;1094;672;214;208;936;158;70;70;18;185;116;34;87
31122011;2011;5711000228;Eggeweg (inkl. Osningpaß);2558;1267;684;607;2073;485;235;179;71;652;359;104;176
31122011;2011;5711000329;Rosenhöhe;1308;614;403;291;1098;210;106;78;26;420;158;43;73
31122011;2011;5711000330;Kammerich;3311;1637;854;820;2644;667;333;233;101;848;521;121;184
31122011;2011;5711000331;Frerks Hof;1548;764;439;345;1286;262;121;101;40;457;195;58;74
31122011;2011;5711000332;Brackwede-Mitte;1299;656;396;247;1109;190;113;58;19;403;143;37;60
31122011;2011;5711000333;Bahnhof-Brackwede;1431;609;418;404;1103;328;155;122;51;429;246;71;76
31122011;2011;5711000334;Kupferhammer;562;192;195;175;428;134;80;41;13;214;108;23;25
31122011;2011;5711000335;Brock (inkl. Südwestfeld);2074;779;692;603;1636;438;217;154;67;754;352;71;118
31122011;2011;5711000336;Ummeln (inkl. Holtkamp);2958;1076;961;921;2301;657;326;263;68;1067;506;120;189
31122011;2011;5711000337;Kupferheide;906;231;323;352;631;275;136;114;25;343;216;47;69
31122011;2011;5711000338;Quelle;2904;1157;817;930;2164;740;338;322;80;879;589;128;151
31122011;2011;5711000439;Hoberge-Uerentrup (i. Wolfskuhle);1736;709;563;464;1369;367;186;147;34;587;303;52;85
31122011;2011;5711000440;Pappelkrug (inkl. Wellensiek);2749;1330;775;644;2219;530;265;199;66;781;382;122;134
31122011;2011;5711000441;Großdornberg (inkl. Kirchdornberg);1533;677;498;358;1250;283;151;109;23;509;226;45;76
31122011;2011;5711000442;Babenhausen-Ost;1008;476;347;185;855;153;81;60;12;342;116;31;43
31122011;2011;5711000443;Babenhausen;1448;629;468;351;1208;240;131;83;26;507;190;37;85
31122011;2011;5711000444;Niederdornberg-Schröttinghausen;1137;338;411;388;886;251;114;106;31;489;210;30;70
31122011;2011;5711000545;Jöllenbeck-West;2383;821;791;771;1817;566;302;206;58;879;469;83;131
31122011;2011;5711000546;Jöllenbeck-Ost;3575;1143;1190;1242;2641;934;434;353;147;1297;730;164;241
31122011;2011;5711000547;Theesen;1903;672;686;545;1514;389;192;155;42;756;321;59;95
31122011;2011;5711000548;Vilsendorf;1753;599;517;637;1267;486;231;182;73;594;392;79;89
31122011;2011;5711000649;Grafenheide;1920;597;587;736;1363;557;246;214;97;672;453;81;117
31122011;2011;5711000650;Lämmkenstatt;1392;432;471;489;1015;377;181;143;53;526;290;74;70
31122011;2011;5711000651;Welscher (inkl. Jerrendorf);798;329;259;210;649;149;87;42;20;272;120;23;54
31122011;2011;5711000652;Baumheide (inkl. Halhof);3374;1191;1087;1096;2485;889;427;271;191;1083;622;221;257
31122011;2011;5711000653;Milse;2483;732;764;987;1754;729;340;246;143;879;589;109;174
31122011;2011;5711000654;Altenhagen;2080;653;667;760;1504;576;266;228;82;732;443;114;138
31122011;2011;5711000655;Windwehe (inkl. Brönninghausen);2058;551;645;862;1417;641;275;244;122;785;554;66;102
31122011;2011;5711000656;Tieplatz;1065;505;318;242;868;197;106;73;18;308;149;43;60
31122011;2011;5711000657;Heeper Holz;3066;1232;1053;781;2474;592;324;218;50;1090;455;118;171
31122011;2011;5711000658;Oldentrup-West (i. Oldentrup-Ost);1938;675;608;655;1446;492;225;190;77;680;390;83;110
31122011;2011;5711000759;Dingerdissen;1509;421;435;653;1015;494;213;180;101;540;424;58;66
31122011;2011;5711000760;Ubbedissen (inkl. Lämershagen);1358;424;482;452;1045;313;158;115;40;535;248;44;107
31122011;2011;5711000761;Hillegossen;2562;951;815;796;1987;575;292;205;78;900;435;105;171
31122011;2011;5711000762;Stieghorst stb;4654;1951;1499;1204;3710;944;477;320;147;1527;706;198;272
31122011;2011;5711000763;Sieker;2385;910;616;859;1692;693;288;252;153;666;546;114;149
31122011;2011;5711000764;Rütli (inkl. Lonnerbach);2136;1004;614;518;1755;381;183;145;53;637;292;70;133
31122011;2011;5711000865;Dalbke;825;223;228;374;547;278;114;99;65;292;246;28;36
31122011;2011;5711000866;Eckardtsheim;1498;541;451;506;1125;373;160;137;76;490;308;48;111
31122011;2011;5711000867;Südstadt;1816;690;626;500;1399;417;218;128;71;608;306;93;119
31122011;2011;5711000868;Sennestadt (Sennest.-I.,Wrachtr.L.);5396;2318;1742;1336;4326;1070;537;360;173;1735;777;254;312
31122011;2011;5711000969;Schillingshof;1346;462;445;439;1059;287;145;107;35;529;230;45;80
31122011;2011;5711000970;Buschkamp (inkl. Togdrang);2873;977;1025;871;2220;653;338;232;83;1108;556;75;157
31122011;2011;5711000971;Windelsbleiche;2687;913;810;964;1935;752;373;261;118;890;619;108;157
31122011;2011;5711000972;Windflöte;2024;755;619;650;1544;480;233;169;78;669;369;90;141
31122010;2010;5711000001;Alt- und Neustadt;1965;1381;407;177;1806;159;107;41;11;351;104;46;83
31122010;2010;5711000002;Kesselbrink;1690;1170;337;183;1541;149;91;42;16;303;100;34;83
31122010;2010;5711000003;Pauluskirche;2540;1538;608;394;2196;344;177;116;51;541;232;82;147
31122010;2010;5711000004;Dürkopp;1495;933;302;260;1277;218;119;65;34;277;149;54;82
31122010;2010;5711000005;Landgericht;2132;1370;458;304;1857;275;165;81;29;401;191;70;100
31122010;2010;5711000006;Siegfriedplatz (inkl. Upmannstift);6843;4233;1500;1110;5835;1008;611;313;84;1345;693;261;311
31122010;2010;5711000007;Nordpark;2444;1522;540;382;2076;368;197;122;49;436;231;113;142
31122010;2010;5711000008;Stadtwerke;1511;949;321;241;1305;206;111;65;30;298;137;55;72
31122010;2010;5711000009;Güterbahnhof-Ost;892;516;199;177;742;150;68;50;32;181;101;37;57
31122010;2010;5711000010;Hammer-Mühle;6032;3386;1544;1102;5111;921;511;296;114;1425;653;233;335
31122010;2010;5711000011;Königsbrügge (i.Betriebs. Sieker);4570;2447;1211;912;3732;838;446;292;100;1070;548;245;260
31122010;2010;5711000012;Brands Busch;1419;807;357;255;1222;197;94;81;22;361;159;32;60
31122010;2010;5711000013;Stauteiche (inkl. Großmarkt);2325;1092;712;521;1898;427;236;154;37;706;311;94;122
31122010;2010;5711000014;Heeper Fichten;5619;3137;1437;1045;4707;912;518;285;109;1299;586;281;316
31122010;2010;5711000015;Fuhrpark (inkl. Kammerratsheide);1597;838;423;336;1299;298;150;94;54;362;199;89;109
31122010;2010;5711000016;Bauerschaft Schildesche;820;334;264;222;621;199;104;67;28;240;133;58;55
31122010;2010;5711000117;Vorwerk Schildesche;3154;1308;949;897;2440;714;361;263;90;964;552;126;204
31122010;2010;5711000118;Schildesche;1091;485;351;255;896;195;105;59;31;344;143;39;80
31122010;2010;5711000119;Johannesstift;1690;821;446;423;1363;327;167;125;35;445;258;55;111
31122010;2010;5711000120;Sudbrack;4670;2514;1245;911;3932;738;402;257;79;1220;556;163;217
31122010;2010;5711000121;Untertheesen;2728;1286;776;666;2224;504;261;184;59;823;391;96;132
31122010;2010;5711000122;Bültmannskrug;781;347;239;195;623;158;84;62;12;242;121;31;40
31122010;2010;5711000123;Gellershagen;3641;1904;1013;724;2999;642;350;216;76;907;459;158;213
31122010;2010;5711000124;Bültmannshof;2100;978;679;443;1710;390;203;143;44;619;273;98;132
31122010;2010;5711000125;Universität (inkl. Sieben Hügel);730;390;223;117;645;85;46;30;9;224;73;9;34
31122010;2010;5711000226;Johannistal;1346;657;370;319;1068;278;150;97;31;342;200;62;85
31122010;2010;5711000227;Bethel;1092;657;221;214;924;168;75;70;23;180;126;35;94
31122010;2010;5711000228;Eggeweg (inkl. Osningpaß);2522;1221;680;621;2028;494;243;183;68;656;367;104;174
31122010;2010;5711000329;Rosenhöhe;1299;590;411;298;1084;215;110;79;26;433;167;43;66
31122010;2010;5711000330;Kammerich;3292;1590;869;833;2604;688;342;236;110;860;533;131;178
31122010;2010;5711000331;Frerks Hof;1551;766;432;353;1282;269;132;96;41;446;197;59;83
31122010;2010;5711000332;Brackwede-Mitte;1313;676;398;239;1136;177;94;65;18;417;139;30;51
31122010;2010;5711000333;Bahnhof-Brackwede;1416;620;388;408;1087;329;157;125;47;405;249;65;77
31122010;2010;5711000334;Kupferhammer;539;184;185;170;417;122;77;36;9;208;108;12;27
31122010;2010;5711000335;Brock (inkl. Südwestfeld);2070;756;691;623;1608;462;236;152;74;743;370;76;125
31122010;2010;5711000336;Ummeln (inkl. Holtkamp);2937;1046;941;950;2266;671;329;271;71;1060;521;117;193
31122010;2010;5711000337;Kupferheide;896;235;314;347;616;280;143;112;25;326;219;48;68
31122010;2010;5711000338;Quelle;2883;1105;833;945;2125;758;347;319;92;897;609;127;145
31122010;2010;5711000439;Hoberge-Uerentrup (i. Wolfskuhle);1733;704;579;450;1366;367;185;148;34;584;297;56;92
31122010;2010;5711000440;Pappelkrug (inkl. Wellensiek);2672;1267;737;668;2149;523;265;189;69;777;377;109;142
31122010;2010;5711000441;Großdornberg (inkl. Kirchdornberg);1503;653;477;373;1223;280;143;114;23;499;228;38;85
31122010;2010;5711000442;Babenhausen-Ost;998;460;346;192;841;157;80;65;12;347;124;28;39
31122010;2010;5711000443;Babenhausen;1476;642;468;366;1233;243;130;90;23;524;191;38;81
31122010;2010;5711000444;Niederdornberg-Schröttinghausen;1115;313;406;396;857;258;114;111;33;482;217;32;71
31122010;2010;5711000545;Jöllenbeck-West;2379;816;776;787;1783;596;322;210;64;857;487;94;125
31122010;2010;5711000546;Jöllenbeck-Ost;3511;1074;1169;1268;2554;957;423;385;149;1281;755;157;244
31122010;2010;5711000547;Theesen;1876;658;676;542;1486;390;191;163;36;740;320;58;100
31122010;2010;5711000548;Vilsendorf;1731;569;508;654;1245;486;216;187;83;594;396;78;94
31122010;2010;5711000649;Grafenheide;1909;579;581;749;1339;570;259;216;95;674;453;94;109
31122010;2010;5711000650;Lämmkenstatt;1330;407;450;473;975;355;176;132;47;514;281;62;66
31122010;2010;5711000651;Welscher (inkl. Jerrendorf);802;329;253;220;641;161;97;44;20;264;128;21;60
31122010;2010;5711000652;Baumheide (inkl. Halhof);3347;1154;1096;1097;2473;874;405;291;178;1108;620;213;252
31122010;2010;5711000653;Milse;2444;698;730;1016;1708;736;328;265;143;869;595;104;178
31122010;2010;5711000654;Altenhagen;2029;602;660;767;1463;566;263;222;81;736;444;104;143
31122010;2010;5711000655;Windwehe (inkl. Brönninghausen);2062;558;642;862;1405;657;283;253;121;778;563;77;86
31122010;2010;5711000656;Tieplatz;1049;494;311;244;859;190;98;74;18;309;146;37;63
31122010;2010;5711000657;Heeper Holz;3034;1182;1046;806;2439;595;313;231;51;1112;474;106;160
31122010;2010;5711000658;Oldentrup-West (i. Oldentrup-Ost);1941;690;594;657;1447;494;216;199;79;666;399;82;104
31122010;2010;5711000759;Dingerdissen;1515;419;440;656;1015;500;212;190;98;544;437;48;67
31122010;2010;5711000760;Ubbedissen (inkl. Lämershagen);1335;395;482;458;1027;308;156;108;44;547;250;42;101
31122010;2010;5711000761;Hillegossen;2514;914;778;822;1934;580;294;206;80;880;449;93;178
31122010;2010;5711000762;Stieghorst stb;4593;1893;1484;1216;3628;965;487;332;146;1529;714;207;250
31122010;2010;5711000763;Sieker;2353;885;616;852;1668;685;291;246;148;663;547;105;153
31122010;2010;5711000764;Rütli (inkl. Lonnerbach);2138;986;637;515;1761;377;177;145;55;671;283;72;126
31122010;2010;5711000865;Dalbke;801;214;211;376;520;281;109;103;69;276;254;22;35
31122010;2010;5711000866;Eckardtsheim;1492;531;442;519;1113;379;162;142;75;494;323;43;101
31122010;2010;5711000867;Südstadt;1781;661;623;497;1388;393;181;145;67;624;305;74;117
31122010;2010;5711000868;Sennestadt (Sennest.-I.,Wrachtr.L.);5377;2263;1754;1360;4283;1094;565;354;175;1750;803;240;321
31122010;2010;5711000969;Schillingshof;1333;438;444;451;1036;297;157;110;30;537;237;44;77
31122010;2010;5711000970;Buschkamp (inkl. Togdrang);2832;937;1007;888;2163;669;335;247;87;1097;567;77;154
31122010;2010;5711000971;Windelsbleiche;2637;863;802;972;1877;760;374;278;108;892;611;116;155
31122010;2010;5711000972;Windflöte;1972;720;587;665;1507;465;222;170;73;665;371;68;148
31122009;2009;5711000001;Alt- und Neustadt;1933;1352;407;174;1776;157;108;36;13;353;112;38;78
31122009;2009;5711000002;Kesselbrink;1681;1132;342;207;1524;157;91;50;16;311;104;38;96
31122009;2009;5711000003;Pauluskirche;2505;1522;582;401;2177;328;167;113;48;523;229;77;154
31122009;2009;5711000004;Dürkopp;1629;1056;311;262;1405;224;118;68;38;275;152;60;86
31122009;2009;5711000005;Landgericht;2145;1356;492;297;1876;269;156;89;24;422;178;77;112
31122009;2009;5711000006;Siegfriedplatz (inkl. Upmannstift);6887;4263;1513;1111;5880;1007;594;329;84;1336;690;273;325
31122009;2009;5711000007;Nordpark;2497;1538;584;375;2128;369;194;116;59;458;220;125;156
31122009;2009;5711000008;Stadtwerke;1572;961;368;243;1363;209;111;63;35;331;139;63;78
31122009;2009;5711000009;Güterbahnhof-Ost;899;492;214;193;734;165;83;48;34;194;115;42;56
31122009;2009;5711000010;Hammer-Mühle;5994;3326;1559;1109;5077;917;490;307;120;1449;654;224;341
31122009;2009;5711000011;Königsbrügge (i.Betriebs. Sieker);4564;2447;1196;921;3739;825;441;282;102;1077;534;249;257
31122009;2009;5711000012;Brands Busch;1674;1017;390;267;1467;207;101;82;24;385;169;33;70
31122009;2009;5711000013;Stauteiche (inkl. Großmarkt);2308;1068;719;521;1895;413;220;154;39;722;309;85;124
31122009;2009;5711000014;Heeper Fichten;5637;3139;1453;1045;4718;919;527;303;89;1326;594;283;295
31122009;2009;5711000015;Fuhrpark (inkl. Kammerratsheide);1597;822;427;348;1278;319;167;96;56;365;213;95;102
31122009;2009;5711000016;Bauerschaft Schildesche;801;328;249;224;593;208;126;58;24;230;144;50;49
31122009;2009;5711000117;Vorwerk Schildesche;3193;1330;955;908;2469;724;371;263;90;971;555;124;213
31122009;2009;5711000118;Schildesche;1140;514;374;252;936;204;107;65;32;359;147;41;79
31122009;2009;5711000119;Johannesstift;1849;952;479;418;1527;322;175;112;35;465;247;64;121
31122009;2009;5711000120;Sudbrack;4648;2477;1240;931;3901;747;412;259;76;1221;557;169;224
31122009;2009;5711000121;Untertheesen;2747;1287;801;659;2245;502;263;182;57;843;387;93;137
31122009;2009;5711000122;Bültmannskrug;893;398;296;199;725;168;89;67;12;296;129;32;38
31122009;2009;5711000123;Gellershagen;3657;1944;981;732;3013;644;355;217;72;889;448;163;213
31122009;2009;5711000124;Bültmannshof;2299;1093;770;436;1917;382;209;135;38;705;264;99;138
31122009;2009;5711000125;Universität (inkl. Sieben Hügel);1117;628;362;127;1031;86;41;33;12;368;77;5;39
31122009;2009;5711000226;Johannistal;1363;687;362;314;1094;269;139;103;27;334;195;61;86
31122009;2009;5711000227;Bethel;1846;1252;344;250;1674;172;80;69;23;270;132;29;163
31122009;2009;5711000228;Eggeweg (inkl. Osningpaß);2520;1228;677;615;2039;481;235;181;65;655;354;105;178
31122009;2009;5711000329;Rosenhöhe;1407;677;421;309;1182;225;118;78;29;441;172;51;66
31122009;2009;5711000330;Kammerich;3369;1657;880;832;2687;682;344;229;109;884;539;120;169
31122009;2009;5711000331;Frerks Hof;1524;743;416;365;1257;267;131;103;33;449;203;50;79
31122009;2009;5711000332;Brackwede-Mitte;1340;690;404;246;1153;187;107;58;22;426;144;34;46
31122009;2009;5711000333;Bahnhof-Brackwede;1429;609;408;412;1099;330;148;131;51;427;257;63;73
31122009;2009;5711000334;Kupferhammer;548;201;180;167;429;119;70;42;7;203;102;15;27
31122009;2009;5711000335;Brock (inkl. Südwestfeld);2072;755;707;610;1617;455;229;159;67;747;364;77;129
31122009;2009;5711000336;Ummeln (inkl. Holtkamp);3046;1116;960;970;2368;678;316;292;70;1086;524;125;195
31122009;2009;5711000337;Kupferheide;903;253;304;346;618;285;143;108;34;319;218;52;61
31122009;2009;5711000338;Quelle;2858;1057;845;956;2079;779;359;323;97;906;622;135;138
31122009;2009;5711000439;Hoberge-Uerentrup (i. Wolfskuhle);1754;727;580;447;1403;351;165;154;32;605;284;57;81
31122009;2009;5711000440;Pappelkrug (inkl. Wellensiek);2705;1285;730;690;2184;521;252;207;62;800;378;115;127
31122009;2009;5711000441;Großdornberg (inkl. Kirchdornberg);1513;657;477;379;1224;289;151;111;27;498;229;50;79
31122009;2009;5711000442;Babenhausen-Ost;986;452;343;191;837;149;71;67;11;350;117;28;39
31122009;2009;5711000443;Babenhausen;1465;617;479;369;1224;241;127;93;21;533;189;40;86
31122009;2009;5711000444;Niederdornberg-Schröttinghausen;1126;319;394;413;863;263;116;111;36;491;220;38;58
31122009;2009;5711000545;Jöllenbeck-West;2355;778;765;812;1745;610;321;224;65;854;497;97;129
31122009;2009;5711000546;Jöllenbeck-Ost;3686;1250;1177;1259;2748;938;425;361;152;1303;747;145;241
31122009;2009;5711000547;Theesen;1859;653;669;537;1467;392;205;149;38;732;313;62;99
31122009;2009;5711000548;Vilsendorf;1727;581;487;659;1231;496;217;195;84;572;402;77;95
31122009;2009;5711000649;Grafenheide;1866;574;557;735;1310;556;242;216;98;652;464;75;101
31122009;2009;5711000650;Lämmkenstatt;1303;382;453;468;938;365;192;124;49;499;285;71;66
31122009;2009;5711000651;Welscher (inkl. Jerrendorf);791;314;250;227;627;164;96;54;14;268;132;22;55
31122009;2009;5711000652;Baumheide (inkl. Halhof);3415;1200;1075;1140;2531;884;389;307;188;1123;637;200;255
31122009;2009;5711000653;Milse;2449;682;729;1038;1672;777;345;281;151;846;632;109;180
31122009;2009;5711000654;Altenhagen;2036;600;673;763;1450;586;271;234;81;726;464;104;142
31122009;2009;5711000655;Windwehe (inkl. Brönninghausen);2271;748;661;862;1644;627;255;260;112;819;540;64;100
31122009;2009;5711000656;Tieplatz;1121;547;330;244;932;189;93;76;20;328;149;35;62
31122009;2009;5711000657;Heeper Holz;3077;1211;1058;808;2472;605;325;224;56;1117;482;107;160
31122009;2009;5711000658;Oldentrup-West (i. Oldentrup-Ost);1917;670;596;651;1419;498;219;197;82;662;404;82;99
31122009;2009;5711000759;Dingerdissen;1513;417;433;663;997;516;220;194;102;531;449;51;65
31122009;2009;5711000760;Ubbedissen (inkl. Lämershagen);1400;478;483;439;1109;291;150;108;33;550;230;43;99
31122009;2009;5711000761;Hillegossen;2470;880;772;818;1893;577;303;198;76;870;445;95;180
31122009;2009;5711000762;Stieghorst stb;4745;1995;1509;1241;3776;969;495;317;157;1564;727;202;257
31122009;2009;5711000763;Sieker;2318;847;609;862;1631;687;300;249;138;659;558;101;153
31122009;2009;5711000764;Rütli (inkl. Lonnerbach);2146;984;634;528;1752;394;197;141;56;664;302;75;121
31122009;2009;5711000865;Dalbke;811;200;225;386;516;295;110;110;75;281;266;24;40
31122009;2009;5711000866;Eckardtsheim;1733;705;468;560;1335;398;169;148;81;503;335;50;140
31122009;2009;5711000867;Südstadt;1778;634;632;512;1375;403;196;151;56;640;312;73;119
31122009;2009;5711000868;Sennestadt (Sennest.-I.,Wrachtr.L.);5569;2407;1784;1378;4479;1090;562;355;173;1802;808;227;325
31122009;2009;5711000969;Schillingshof;1453;553;450;450;1161;292;155;109;28;543;239;39;79
31122009;2009;5711000970;Buschkamp (inkl. Togdrang);2800;895;1038;867;2145;655;325;243;87;1111;559;73;162
31122009;2009;5711000971;Windelsbleiche;2600;847;779;974;1847;753;370;275;108;897;613;108;135
31122009;2009;5711000972;Windflöte;1966;694;595;677;1485;481;226;183;72;676;383;77;136
